Assay	BiosampleID	FileFormat	OutputType	FileName	LibraryID
CAGE	11357-117H7	bam	alignments	Preadipocyte%20-%20visceral%2c%20donor2.CNhs11982.11357-117H7	CNhs11982
CAGE	11358-117H8	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor2.CNhs11983.11358-117H8	CNhs11983
CAGE	11359-117H9	bam	alignments	Skeletal%20muscle%20cells%20differentiated%20into%20Myotubes%20-%20multinucleated%2c%20donor2.CNhs11984.11359-117H9	CNhs11984
CAGE	11360-117I1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor2.CNhs11305.11360-117I1	CNhs11305
CAGE	11361-117I2	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor2.CNhs11985.11361-117I2	CNhs11985
CAGE	11362-117I3	bam	alignments	Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor2.CNhs11986.11362-117I3	CNhs11986
CAGE	11363-117I4	bam	alignments	Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor2.CNhs11987.11363-117I4	CNhs11987
CAGE	11364-117I5	bam	alignments	Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor2.CNhs11988.11364-117I5	CNhs11988
CAGE	11365-117I6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor2.CNhs11989.11365-117I6	CNhs11989
CAGE	11366-117I7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor2.CNhs11990.11366-117I7	CNhs11990
CAGE	11367-117I8	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor2.CNhs11991.11367-117I8	CNhs11991
CAGE	11368-117I9	bam	alignments	Synoviocyte%2c%20donor2.CNhs11992.11368-117I9	CNhs11992
CAGE	11369-118A1	bam	alignments	Tracheal%20Epithelial%20Cells%2c%20donor2.CNhs11993.11369-118A1	CNhs11993
CAGE	11376-118A8	bam	alignments	Adipocyte%20-%20breast%2c%20donor1.CNhs11051.11376-118A8	CNhs11051
CAGE	11378-118B1	bam	alignments	Sebocyte%2c%20donor3.CNhs11995.11378-118B1	CNhs11995
CAGE	11379-118B2	bam	alignments	Gingival%20epithelial%20cells%2c%20donor3%20%28GEA15%29.CNhs11903.11379-118B2	CNhs11903
CAGE	11380-118B3	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor6%20%28PLH3%29.CNhs11996.11380-118B3	CNhs11996
CAGE	11381-118B4	bam	alignments	CD14%2b%20Monocytes%2c%20donor3.CNhs11997.11381-118B4	CNhs11997
CAGE	11382-118B5	bam	alignments	CD4%2b%20T%20Cells%2c%20donor3.CNhs11998.11382-118B5	CNhs11998
CAGE	11383-118B6	bam	alignments	CD8%2b%20T%20Cells%2c%20donor3.CNhs11999.11383-118B6	CNhs11999
CAGE	11384-118B7	bam	alignments	Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor3.CNhs12000.11384-118B7	CNhs12000
CAGE	11386-118B9	bam	alignments	CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor3.CNhs11904.11386-118B9	CNhs11904
CAGE	11387-118C1	bam	alignments	Natural%20Killer%20Cells%2c%20donor3.CNhs12001.11387-118C1	CNhs12001
CAGE	11388-118C2	bam	alignments	Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor3.CNhs12002.11388-118C2	CNhs12002
CAGE	11389-118C3	bam	alignments	Macrophage%20-%20monocyte%20derived%2c%20donor3.CNhs12003.11389-118C3	CNhs12003
CAGE	11390-118C4	bam	alignments	Neutrophils%2c%20donor3.CNhs11905.11390-118C4	CNhs11905
CAGE	11391-118C5	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor3.CNhs12004.11391-118C5	CNhs12004
CAGE	11392-118C6	bam	alignments	Astrocyte%20-%20cerebral%20cortex%2c%20donor3.CNhs12005.11392-118C6	CNhs12005
CAGE	11393-118C7	bam	alignments	Endothelial%20Cells%20-%20Lymphatic%2c%20donor3.CNhs11906.11393-118C7	CNhs11906
CAGE	11394-118C8	bam	alignments	Fibroblast%20-%20Gingival%2c%20donor3.CNhs12006.11394-118C8	CNhs12006
CAGE	11395-118C9	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor3.CNhs11907.11395-118C9	CNhs11907
CAGE	11396-118D1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor3.CNhs12007.11396-118D1	CNhs12007
CAGE	11397-118D2	bam	alignments	Skeletal%20Muscle%20Satellite%20Cells%2c%20donor3.CNhs12008.11397-118D2	CNhs12008
CAGE	11398-118D3	bam	alignments	Myoblast%2c%20donor3.CNhs11908.11398-118D3	CNhs11908
CAGE	11399-118D4	bam	alignments	Ciliary%20Epithelial%20Cells%2c%20donor3.CNhs12009.11399-118D4	CNhs12009
CAGE	11400-118D5	bam	alignments	Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor3.CNhs12010.11400-118D5	CNhs12010
CAGE	11401-118D6	bam	alignments	Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3.CNhs12011.11401-118D6	CNhs12011
CAGE	11402-118D7	bam	alignments	Mesothelial%20Cells%2c%20donor3.CNhs12012.11402-118D7	CNhs12012
CAGE	11403-118D8	bam	alignments	Preadipocyte%20-%20omental%2c%20donor3.CNhs12013.11403-118D8	CNhs12013
CAGE	11404-118D9	bam	alignments	Prostate%20Epithelial%20Cells%2c%20donor3.CNhs12014.11404-118D9	CNhs12014
CAGE	11405-118E1	bam	alignments	Prostate%20Stromal%20Cells%2c%20donor3.CNhs12015.11405-118E1	CNhs12015
CAGE	11406-118E2	bam	alignments	Small%20Airway%20Epithelial%20Cells%2c%20donor3.CNhs12016.11406-118E2	CNhs12016
CAGE	11408-118E4	bam	alignments	Adipocyte%20-%20subcutaneous%2c%20donor3.CNhs12017.11408-118E4	CNhs12017
CAGE	11409-118E5	bam	alignments	Nucleus%20Pulposus%20Cell%2c%20donor2.CNhs12019.11409-118E5	CNhs12019
CAGE	11410-118E6	bam	alignments	Chondrocyte%20-%20de%20diff%2c%20donor3.CNhs12020.11410-118E6	CNhs12020
CAGE	11411-118E7	bam	alignments	Chondrocyte%20-%20re%20diff%2c%20donor3.CNhs12021.11411-118E7	CNhs12021
CAGE	11412-118E8	bam	alignments	Endothelial%20Cells%20-%20Aortic%2c%20donor3.CNhs12022.11412-118E8	CNhs12022
CAGE	11413-118E9	bam	alignments	Endothelial%20Cells%20-%20Artery%2c%20donor3.CNhs12023.11413-118E9	CNhs12023
CAGE	11414-118F1	bam	alignments	Endothelial%20Cells%20-%20Microvascular%2c%20donor3.CNhs12024.11414-118F1	CNhs12024
CAGE	11416-118F3	bam	alignments	Endothelial%20Cells%20-%20Vein%2c%20donor3.CNhs12026.11416-118F3	CNhs12026
CAGE	11417-118F4	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor3.CNhs12027.11417-118F4	CNhs12027
CAGE	11418-118F5	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor3.CNhs12028.11418-118F5	CNhs12028
CAGE	11419-118F6	bam	alignments	Fibroblast%20-%20Lung%2c%20donor3.CNhs12029.11419-118F6	CNhs12029
CAGE	11420-118F7	bam	alignments	Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor3.CNhs12030.11420-118F7	CNhs12030
CAGE	11421-118F8	bam	alignments	Keratinocyte%20-%20epidermal%2c%20donor3.CNhs12031.11421-118F8	CNhs12031
CAGE	11422-118F9	bam	alignments	Mammary%20Epithelial%20Cell%2c%20donor3.CNhs12032.11422-118F9	CNhs12032
CAGE	11423-118G1	bam	alignments	Melanocyte%20-%20light%2c%20donor3.CNhs12033.11423-118G1	CNhs12033
CAGE	11425-118G3	bam	alignments	Osteoblast%20-%20differentiated%2c%20donor3.CNhs12035.11425-118G3	CNhs12035
CAGE	11426-118G4	bam	alignments	Osteoblast%2c%20donor3.CNhs12036.11426-118G4	CNhs12036
CAGE	11427-118G5	bam	alignments	Placental%20Epithelial%20Cells%2c%20donor3.CNhs12037.11427-118G5	CNhs12037
CAGE	11428-118G6	bam	alignments	Preadipocyte%20-%20subcutaneous%2c%20donor3.CNhs12038.11428-118G6	CNhs12038
CAGE	11429-118G7	bam	alignments	Preadipocyte%20-%20visceral%2c%20donor3.CNhs12039.11429-118G7	CNhs12039
CAGE	11430-118G8	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor3.CNhs12040.11430-118G8	CNhs12040
CAGE	11431-118G9	bam	alignments	Skeletal%20muscle%20cells%20differentiated%20into%20Myotubes%20-%20multinucleated%2c%20donor3.CNhs12041.11431-118G9	CNhs12041
CAGE	11432-118H1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor3.CNhs11309.11432-118H1	CNhs11309
CAGE	11433-118H2	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor3.CNhs12043.11433-118H2	CNhs12043
CAGE	11434-118H3	bam	alignments	Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor3.CNhs12044.11434-118H3	CNhs12044
CAGE	11435-118H4	bam	alignments	Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor3.CNhs12045.11435-118H4	CNhs12045
CAGE	11436-118H5	bam	alignments	Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor3.CNhs12046.11436-118H5	CNhs12046
CAGE	11437-118H6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor3.CNhs12047.11437-118H6	CNhs12047
CAGE	11438-118H7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor3.CNhs12048.11438-118H7	CNhs12048
CAGE	11439-118H8	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor3.CNhs12049.11439-118H8	CNhs12049
CAGE	11440-118H9	bam	alignments	Synoviocyte%2c%20donor3.CNhs12050.11440-118H9	CNhs12050
CAGE	11441-118I1	bam	alignments	Tracheal%20Epithelial%20Cells%2c%20donor3.CNhs12051.11441-118I1	CNhs12051
CAGE	11450-119A1	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor4.CNhs12052.11450-119A1	CNhs12052
CAGE	11451-119A2	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor4.CNhs12053.11451-119A2	CNhs12053
CAGE	11452-119A3	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor4.CNhs11909.11452-119A3	CNhs11909
CAGE	11453-119A4	bam	alignments	Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4	CNhs12054
CAGE	11454-119A5	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor5.CNhs12055.11454-119A5	CNhs12055
CAGE	11455-119A6	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor5.CNhs12056.11455-119A6	CNhs12056
CAGE	11456-119A7	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor5.CNhs12057.11456-119A7	CNhs12057
CAGE	11457-119A8	bam	alignments	Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8	CNhs12058
CAGE	11458-119A9	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor6.CNhs12059.11458-119A9	CNhs12059
CAGE	11459-119B1	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor6.CNhs12060.11459-119B1	CNhs12060
CAGE	11460-119B2	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor6.CNhs12061.11460-119B2	CNhs12061
CAGE	11461-119B3	bam	alignments	Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3	CNhs12062
CAGE	11462-119B4	bam	alignments	Nucleus%20Pulposus%20Cell%2c%20donor3.CNhs12063.11462-119B4	CNhs12063
CAGE	11463-119B5	bam	alignments	Anulus%20Pulposus%20Cell%2c%20donor2.CNhs12064.11463-119B5	CNhs12064
CAGE	11464-119B6	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor4.CNhs11316.11464-119B6	CNhs11316
CAGE	11465-119B7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor3.CNhs11910.11465-119B7	CNhs11910
CAGE	11466-119B8	bam	alignments	Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor3.CNhs11927.11466-119B8	CNhs11927
CAGE	11467-119B9	bam	alignments	Preadipocyte%20-%20breast%2c%20donor1.CNhs11052.11467-119B9	CNhs11052
CAGE	11468-119C1	bam	alignments	Preadipocyte%20-%20omental%2c%20donor1.CNhs11065.11468-119C1	CNhs11065
CAGE	11469-119C2	bam	alignments	Preadipocyte%20-%20perirenal%2c%20donor1.CNhs12065.11469-119C2	CNhs12065
CAGE	11473-119C6	bam	alignments	Adipocyte%20-%20omental%2c%20donor1.CNhs11054.11473-119C6	CNhs11054
CAGE	11474-119C7	bam	alignments	Adipocyte%20-%20omental%2c%20donor2.CNhs12067.11474-119C7	CNhs12067
CAGE	11475-119C8	bam	alignments	Adipocyte%20-%20omental%2c%20donor3.CNhs12068.11475-119C8	CNhs12068
CAGE	11476-119C9	bam	alignments	Adipocyte%20-%20perirenal%2c%20donor1.CNhs12069.11476-119C9	CNhs12069
CAGE	11487-119E2	bam	alignments	Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2	CNhs11073
CAGE	11491-119E6	bam	alignments	Pericytes%2c%20donor1.CNhs11317.11491-119E6	CNhs11317
CAGE	11492-119E7	bam	alignments	Fibroblast%20-%20Choroid%20Plexus%2c%20donor1.CNhs11319.11492-119E7	CNhs11319
CAGE	11493-119E8	bam	alignments	Meningeal%20Cells%2c%20donor1.CNhs11320.11493-119E8	CNhs11320
CAGE	11494-119E9	bam	alignments	Neurons%2c%20donor1.CNhs12338.11494-119E9	CNhs12338
CAGE	11496-119F2	bam	alignments	Oligodendrocyte%20-%20precursors%2c%20donor1.CNhs12586.11496-119F2	CNhs12586
CAGE	11498-119F4	bam	alignments	Schwann%20Cells%2c%20donor1.CNhs12073.11498-119F4	CNhs12073
CAGE	11499-119F5	bam	alignments	Perineurial%20Cells%2c%20donor1.CNhs12587.11499-119F5	CNhs12587
CAGE	11500-119F6	bam	alignments	Astrocyte%20-%20cerebellum%2c%20donor1.CNhs11321.11500-119F6	CNhs11321
CAGE	11502-119F8	bam	alignments	Melanocyte%20-%20dark%2c%20donor1.CNhs12591.11502-119F8	CNhs12591
CAGE	11504-119G1	bam	alignments	Hair%20Follicle%20Outer%20Root%20Sheath%20Cells%2c%20donor1.CNhs12339.11504-119G1	CNhs12339
CAGE	11506-119G3	bam	alignments	Fibroblast%20-%20Lymphatic%2c%20donor1.CNhs11322.11506-119G3	CNhs11322
CAGE	11507-119G4	bam	alignments	Esophageal%20Epithelial%20Cells%2c%20donor1.CNhs11323.11507-119G4	CNhs11323
CAGE	11508-119G5	bam	alignments	Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor1.CNhs11324.11508-119G5	CNhs11324
CAGE	11509-119G6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Intestinal%2c%20donor1.CNhs12595.11509-119G6	CNhs12595
CAGE	11510-119G7	bam	alignments	Alveolar%20Epithelial%20Cells%2c%20donor1.CNhs11325.11510-119G7	CNhs11325
CAGE	11511-119G8	bam	alignments	Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8	CNhs11327
CAGE	11512-119G9	bam	alignments	Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor1.CNhs11328.11512-119G9	CNhs11328
CAGE	11513-119H1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor1.CNhs11329.11513-119H1	CNhs11329
CAGE	11514-119H2	bam	alignments	Renal%20Glomerular%20Endothelial%20Cells%2c%20donor1.CNhs12074.11514-119H2	CNhs12074
CAGE	11515-119H3	bam	alignments	Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor1.CNhs11330.11515-119H3	CNhs11330
CAGE	11516-119H4	bam	alignments	Renal%20Cortical%20Epithelial%20Cells%2c%20donor1.CNhs11331.11516-119H4	CNhs11331
CAGE	11517-119H5	bam	alignments	Renal%20Epithelial%20Cells%2c%20donor1.CNhs11332.11517-119H5	CNhs11332
CAGE	11518-119H6	bam	alignments	Renal%20Mesangial%20Cells%2c%20donor1.CNhs11333.11518-119H6	CNhs11333
CAGE	11519-119H7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Bladder%2c%20donor1.CNhs12893.11519-119H7	CNhs12893
CAGE	11520-119H8	bam	alignments	Urothelial%20Cells%2c%20donor1.CNhs11334.11520-119H8	CNhs11334
CAGE	11521-119H9	bam	alignments	Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor1.CNhs12075.11521-119H9	CNhs12075
CAGE	11523-119I2	bam	alignments	Hepatocyte%2c%20donor1.CNhs12340.11523-119I2	CNhs12340
CAGE	11524-119I3	bam	alignments	Hepatic%20Stellate%20Cells%20%28lipocyte%29%2c%20donor1.CNhs11335.11524-119I3	CNhs11335
CAGE	11525-119I4	bam	alignments	Cardiac%20Myocyte%2c%20donor1.CNhs12341.11525-119I4	CNhs12341
CAGE	11526-119I5	bam	alignments	Corneal%20Epithelial%20Cells%2c%20donor1.CNhs11336.11526-119I5	CNhs11336
CAGE	11527-119I6	bam	alignments	Keratocytes%2c%20donor1.CNhs11337.11527-119I6	CNhs11337
CAGE	11528-119I7	bam	alignments	Retinal%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs11338.11528-119I7	CNhs11338
CAGE	11529-119I8	bam	alignments	Lens%20Epithelial%20Cells%2c%20donor1.CNhs12342.11529-119I8	CNhs12342
CAGE	11530-119I9	bam	alignments	Iris%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs12596.11530-119I9	CNhs12596
CAGE	11531-120A1	bam	alignments	Fibroblast%20-%20Conjunctival%2c%20donor1.CNhs11339.11531-120A1	CNhs11339
CAGE	11532-120A2	bam	alignments	Trabecular%20Meshwork%20Cells%2c%20donor1.CNhs11340.11532-120A2	CNhs11340
CAGE	11533-120A3	bam	alignments	Amniotic%20Epithelial%20Cells%2c%20donor1.CNhs11341.11533-120A3	CNhs11341
CAGE	11535-120A5	bam	alignments	Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor1.CNhs11343.11535-120A5	CNhs11343
CAGE	11536-120A6	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor1.CNhs11344.11536-120A6	CNhs11344
CAGE	11537-120A7	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor1.CNhs11345.11537-120A7	CNhs11345
CAGE	11538-120A8	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor1.CNhs11346.11538-120A8	CNhs11346
CAGE	11539-120A9	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor1.CNhs11347.11539-120A9	CNhs11347
CAGE	11540-120B1	bam	alignments	Fibroblast%20-%20Mammary%2c%20donor1.CNhs11348.11540-120B1	CNhs11348
CAGE	11541-120B2	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor1.CNhs12597.11541-120B2	CNhs12597
CAGE	11544-120B5	bam	alignments	CD19%2b%20B%20Cells%2c%20donor1.CNhs12343.11544-120B5	CNhs12343
CAGE	11547-120B8	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor1.CNhs11349.11547-120B8	CNhs11349
CAGE	11548-120B9	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20Wharton%27s%20Jelly%2c%20donor1.CNhs11057.11548-120B9	CNhs11057
CAGE	11549-120C1	bam	alignments	Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor1.CNhs11350.11549-120C1	CNhs11350
CAGE	11553-120C5	bam	alignments	Fibroblast%20-%20skin%20normal%2c%20donor1.CNhs11351.11553-120C5	CNhs11351
CAGE	11554-120C6	bam	alignments	Fibroblast%20-%20skin%20walker%20warburg%2c%20donor1.CNhs11352.11554-120C6	CNhs11352
CAGE	11555-120C7	bam	alignments	Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1.CNhs11074.11555-120C7	CNhs11074
CAGE	11556-120C8	bam	alignments	Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1.CNhs11353.11556-120C8	CNhs11353
CAGE	11557-120C9	bam	alignments	Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor2.CNhs11354.11557-120C9	CNhs11354
CAGE	11558-120D1	bam	alignments	Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor2.CNhs11911.11558-120D1	CNhs11911
CAGE	11559-120D2	bam	alignments	Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3.CNhs11912.11559-120D2	CNhs11912
CAGE	11560-120D3	bam	alignments	Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3.CNhs11913.11560-120D3	CNhs11913
CAGE	11561-120D4	bam	alignments	Fibroblast%20-%20skin%20normal%2c%20donor2.CNhs11914.11561-120D4	CNhs11914
CAGE	11563-120D6	bam	alignments	Mast%20cell%2c%20donor1.CNhs12566.11563-120D6	CNhs12566
CAGE	11565-120D8	bam	alignments	Mast%20cell%2c%20donor2.CNhs12594.11565-120D8	CNhs12594
CAGE	11566-120D9	bam	alignments	Mast%20cell%2c%20donor3.CNhs12593.11566-120D9	CNhs12593
CAGE	11567-120E1	bam	alignments	Mast%20cell%2c%20donor4.CNhs12592.11567-120E1	CNhs12592
CAGE	11571-120E5	bam	alignments	Pericytes%2c%20donor2.CNhs12079.11571-120E5	CNhs12079
CAGE	11572-120E6	bam	alignments	Fibroblast%20-%20Choroid%20Plexus%2c%20donor2.CNhs12344.11572-120E6	CNhs12344
CAGE	11573-120E7	bam	alignments	Meningeal%20Cells%2c%20donor2.CNhs12080.11573-120E7	CNhs12080
CAGE	11574-120E8	bam	alignments	Neurons%2c%20donor2.CNhs12726.11574-120E8	CNhs12726
CAGE	11578-120F3	bam	alignments	Schwann%20Cells%2c%20donor2.CNhs12345.11578-120F3	CNhs12345
CAGE	11579-120F4	bam	alignments	Perineurial%20Cells%2c%20donor2.CNhs12590.11579-120F4	CNhs12590
CAGE	11580-120F5	bam	alignments	Astrocyte%20-%20cerebellum%2c%20donor2.CNhs12081.11580-120F5	CNhs12081
CAGE	11582-120F7	bam	alignments	Melanocyte%20-%20dark%2c%20donor2.CNhs12346.11582-120F7	CNhs12346
CAGE	11584-120F9	bam	alignments	Hair%20Follicle%20Outer%20Root%20Sheath%20Cells%2c%20donor2.CNhs12347.11584-120F9	CNhs12347
CAGE	11586-120G2	bam	alignments	Fibroblast%20-%20Lymphatic%2c%20donor2.CNhs12082.11586-120G2	CNhs12082
CAGE	11587-120G3	bam	alignments	Esophageal%20Epithelial%20Cells%2c%20donor2.CNhs12083.11587-120G3	CNhs12083
CAGE	11588-120G4	bam	alignments	Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor2.CNhs12727.11588-120G4	CNhs12727
CAGE	11590-120G6	bam	alignments	Alveolar%20Epithelial%20Cells%2c%20donor2.CNhs12084.11590-120G6	CNhs12084
CAGE	11591-120G7	bam	alignments	Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7	CNhs12085
CAGE	11592-120G8	bam	alignments	Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor2.CNhs12348.11592-120G8	CNhs12348
CAGE	11593-120G9	bam	alignments	Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor2.CNhs12567.11593-120G9	CNhs12567
CAGE	11594-120H1	bam	alignments	Renal%20Glomerular%20Endothelial%20Cells%2c%20donor2.CNhs12086.11594-120H1	CNhs12086
CAGE	11595-120H2	bam	alignments	Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor2.CNhs12087.11595-120H2	CNhs12087
CAGE	11596-120H3	bam	alignments	Renal%20Cortical%20Epithelial%20Cells%2c%20donor2.CNhs12728.11596-120H3	CNhs12728
CAGE	11597-120H4	bam	alignments	Renal%20Epithelial%20Cells%2c%20donor2.CNhs12088.11597-120H4	CNhs12088
CAGE	11598-120H5	bam	alignments	Renal%20Mesangial%20Cells%2c%20donor2.CNhs12089.11598-120H5	CNhs12089
CAGE	11600-120H7	bam	alignments	Urothelial%20Cells%2c%20donor2.CNhs12091.11600-120H7	CNhs12091
CAGE	11601-120H8	bam	alignments	Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor2.CNhs12092.11601-120H8	CNhs12092
CAGE	11603-120I1	bam	alignments	Hepatocyte%2c%20donor2.CNhs12349.11603-120I1	CNhs12349
CAGE	11604-120I2	bam	alignments	Hepatic%20Stellate%20Cells%20%28lipocyte%29%2c%20donor2.CNhs12093.11604-120I2	CNhs12093
CAGE	11605-120I3	bam	alignments	Cardiac%20Myocyte%2c%20donor2.CNhs12350.11605-120I3	CNhs12350
CAGE	11606-120I4	bam	alignments	Corneal%20Epithelial%20Cells%2c%20donor2.CNhs12094.11606-120I4	CNhs12094
CAGE	11607-120I5	bam	alignments	Keratocytes%2c%20donor2.CNhs12095.11607-120I5	CNhs12095
CAGE	11608-120I6	bam	alignments	Retinal%20Pigment%20Epithelial%20Cells%2c%20donor2.CNhs12096.11608-120I6	CNhs12096
CAGE	11609-120I7	bam	alignments	Lens%20Epithelial%20Cells%2c%20donor2.CNhs12568.11609-120I7	CNhs12568
CAGE	11612-122A1	bam	alignments	Trabecular%20Meshwork%20Cells%2c%20donor2.CNhs12097.11612-122A1	CNhs12097
CAGE	11613-122A2	bam	alignments	Amniotic%20Epithelial%20Cells%2c%20donor2.CNhs12098.11613-122A2	CNhs12098
CAGE	11615-122A4	bam	alignments	Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor2.CNhs12099.11615-122A4	CNhs12099
CAGE	11616-122A5	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20bone%20marrow%2c%20donor2.CNhs12100.11616-122A5	CNhs12100
CAGE	11617-122A6	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20adipose%2c%20donor2.CNhs12101.11617-122A6	CNhs12101
CAGE	11618-122A7	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20hepatic%2c%20donor2.CNhs12730.11618-122A7	CNhs12730
CAGE	11619-122A8	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20umbilical%2c%20donor2.CNhs12102.11619-122A8	CNhs12102
CAGE	11620-122A9	bam	alignments	Fibroblast%20-%20Mammary%2c%20donor2.CNhs12103.11620-122A9	CNhs12103
CAGE	11621-122B1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor2.CNhs12569.11621-122B1	CNhs12569
CAGE	11624-122B4	bam	alignments	CD19%2b%20B%20Cells%2c%20donor2.CNhs12352.11624-122B4	CNhs12352
CAGE	11627-122B7	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20amniotic%20membrane%2c%20donor2.CNhs12104.11627-122B7	CNhs12104
CAGE	11629-122B9	bam	alignments	Multipotent%20Cord%20Blood%20Unrestricted%20Somatic%20Stem%20Cells%2c%20donor2.CNhs12105.11629-122B9	CNhs12105
CAGE	11652-122E5	bam	alignments	Pericytes%2c%20donor3.CNhs12116.11652-122E5	CNhs12116
CAGE	11653-122E6	bam	alignments	Fibroblast%20-%20Choroid%20Plexus%2c%20donor3.CNhs12620.11653-122E6	CNhs12620
CAGE	11654-122E7	bam	alignments	Meningeal%20Cells%2c%20donor3.CNhs12731.11654-122E7	CNhs12731
