c	BiosampleID	BiosampleName	AggregatedBiosampleName	AggregatedBiosampleID	BiosampleType	Age	AgeUnit	Lifestage	Sex
Endocrine	10093-102C3	salivary gland, adult, pool1	salivary gland, adult	State_226	tissue	16-60 	year	adult	mixed
Endocrine	10026-101D8	testis, adult, pool1	testis, adult	State_227	tissue	34,53,86 	year	adult	male
Endocrine	10096-102C6	testis, adult, pool2	testis, adult	State_227	tissue	14-64 	year	adult	male
Endocrine	10028-101E1	thyroid, adult, pool1	thyroid, adult	State_228	tissue	67,68,78 	year	adult	mixed
Endocrine	10060-101H6	thyroid, fetal, donor1	thyroid, fetal	State_229	tissue	36	week	embryonic	male
Endothelial	11207-116A1	Endothelial Cells - Aortic, donor0	Endothelial Cells - Aortic	State_230	primary cell	unknown		unknown	unknown
Endothelial	11263-116G3	Endothelial Cells - Aortic, donor1	Endothelial Cells - Aortic	State_230	primary cell	28	year	adult	female
Endothelial	11340-117F8	Endothelial Cells - Aortic, donor2	Endothelial Cells - Aortic	State_230	primary cell	56		adult	female
Endothelial	11412-118E8	Endothelial Cells - Aortic, donor3	Endothelial Cells - Aortic	State_230	primary cell	21	year	adult	male
Endothelial	11264-116G4	Endothelial Cells - Artery, donor1	Endothelial Cells - Artery	State_231	primary cell	51	year	adult	female
Endothelial	11341-117F9	Endothelial Cells - Artery, donor2	Endothelial Cells - Artery	State_231	primary cell	26		adult	male
Endothelial	11413-118E9	Endothelial Cells - Artery, donor3	Endothelial Cells - Artery	State_231	primary cell	53	year	adult	male
Endothelial	11236-116D3	Endothelial Cells - Lymphatic, donor1	Endothelial Cells - Lymphatic	State_232	primary cell	unknown		embryonic	unknown
Endothelial	11317-117D3	Endothelial Cells - Lymphatic, donor2	Endothelial Cells - Lymphatic	State_232	primary cell	unknown		embryonic	unknown
Endothelial	11393-118C7	Endothelial Cells - Lymphatic, donor3	Endothelial Cells - Lymphatic	State_232	primary cell	unknown		embryonic	unknown
Endothelial	11265-116G5	Endothelial Cells - Microvascular, donor1	Endothelial Cells - Microvascular	State_233	primary cell	53	year	adult	female
Endothelial	11342-117G1	Endothelial Cells - Microvascular, donor2	Endothelial Cells - Microvascular	State_233	primary cell	47		adult	female
Endothelial	11414-118F1	Endothelial Cells - Microvascular, donor3	Endothelial Cells - Microvascular	State_233	primary cell	47	year	adult	female
Endothelial	11266-116G6	Endothelial Cells - Thoracic, donor1	Endothelial Cells - Thoracic	State_234	primary cell	34	year	adult	female
Endothelial	11343-117G2	Endothelial Cells - Thoracic, donor2	Endothelial Cells - Thoracic	State_234	primary cell	50		adult	male
Endothelial	11243-116E1	Endothelial Cells - Umbilical vein, donor1	Endothelial Cells - Umbilical vein	State_235	primary cell	unknown		embryonic	unknown
Endothelial	11324-117E1	Endothelial Cells - Umbilical vein, donor2	Endothelial Cells - Umbilical vein	State_235	primary cell	unknown		embryonic	unknown
Endothelial	11400-118D5	Endothelial Cells - Umbilical vein, donor3	Endothelial Cells - Umbilical vein	State_235	primary cell	unknown		embryonic	unknown
Endothelial	11267-116G7	Endothelial Cells - Vein, donor1	Endothelial Cells - Vein	State_236	primary cell	unknown		newborn	male
Endothelial	11344-117G3	Endothelial Cells - Vein, donor2	Endothelial Cells - Vein	State_236	primary cell	unknown		newborn	male
Endothelial	11416-118F3	Endothelial Cells - Vein, donor3	Endothelial Cells - Vein	State_236	primary cell	unknown		newborn	female
Endothelial	11521-119H9	Hepatic Sinusoidal Endothelial Cells, donor1	Hepatic Sinusoidal Endothelial Cells	State_237	primary cell	unknown		unknown	unknown
Endothelial	11601-120H8	Hepatic Sinusoidal Endothelial Cells, donor2	Hepatic Sinusoidal Endothelial Cells	State_237	primary cell	unknown		unknown	unknown
Endothelial	11682-122H8	Hepatic Sinusoidal Endothelial Cells, donor3	Hepatic Sinusoidal Endothelial Cells	State_237	primary cell	unknown		unknown	unknown
Endothelial	11514-119H2	Renal Glomerular Endothelial Cells, donor1	Renal Glomerular Endothelial Cells	State_238	primary cell	unknown		unknown	unknown
Endothelial	11594-120H1	Renal Glomerular Endothelial Cells, donor2	Renal Glomerular Endothelial Cells	State_238	primary cell	unknown		unknown	unknown
Endothelial	11675-122H1	Renal Glomerular Endothelial Cells, donor3	Renal Glomerular Endothelial Cells	State_238	primary cell	unknown		unknown	unknown
Endothelial	11783-124B1	Renal Glomerular Endothelial Cells, donor4	Renal Glomerular Endothelial Cells	State_238	primary cell	unknown		unknown	unknown
Epithelial	10647-109A8	lens epithelial cell line:SRA 01/04	lens epithelial cell line	State_239	cell line	3	month	child	male
Epithelial	10812-111B2	normal intestinal epithelial cell line:FHs 74 Int	normal intestinal epithelial cell line	State_240	cell line	unknown		embryonic	female
Epithelial	11510-119G7	Alveolar Epithelial Cells, donor1	Alveolar Epithelial Cells	State_241	primary cell	unknown		unknown	unknown
Epithelial	11590-120G6	Alveolar Epithelial Cells, donor2	Alveolar Epithelial Cells	State_241	primary cell	unknown		unknown	unknown
Epithelial	11671-122G6	Alveolar Epithelial Cells, donor3	Alveolar Epithelial Cells	State_241	primary cell	unknown		unknown	unknown
Epithelial	11533-120A3	Amniotic Epithelial Cells, donor1	Amniotic Epithelial Cells	State_242	primary cell	unknown		unknown	unknown
Epithelial	11613-122A2	Amniotic Epithelial Cells, donor2	Amniotic Epithelial Cells	State_242	primary cell	unknown		unknown	unknown
Epithelial	11694-123A2	Amniotic Epithelial Cells, donor3	Amniotic Epithelial Cells	State_242	primary cell	unknown		unknown	unknown
Epithelial	11511-119G8	Bronchial Epithelial Cell, donor1	Bronchial Epithelial Cell	State_243	primary cell	unknown		unknown	unknown
Epithelial	11591-120G7	Bronchial Epithelial Cell, donor2	Bronchial Epithelial Cell	State_243	primary cell	unknown		unknown	unknown
Epithelial	11672-122G7	Bronchial Epithelial Cell, donor3	Bronchial Epithelial Cell	State_243	primary cell	unknown		unknown	unknown
Epithelial	11453-119A4	Bronchial Epithelial Cell, donor4	Bronchial Epithelial Cell	State_243	primary cell	20	year	adult	male
Epithelial	11457-119A8	Bronchial Epithelial Cell, donor5	Bronchial Epithelial Cell	State_243	primary cell	63	year	adult	female
Epithelial	11461-119B3	Bronchial Epithelial Cell, donor6	Bronchial Epithelial Cell	State_243	primary cell	45	year	adult	male
Epithelial	11769-123I5	Bronchial Epithelial Cell, donor7	Bronchial Epithelial Cell	State_243	primary cell	unknown		unknown	unknown
Epithelial	11242-116D9	Ciliary Epithelial Cells, donor1	Ciliary Epithelial Cells	State_244	primary cell	unknown		embryonic	unknown
Epithelial	11323-117D9	Ciliary Epithelial Cells, donor2	Ciliary Epithelial Cells	State_244	primary cell	unknown		embryonic	unknown
Epithelial	11399-118D4	Ciliary Epithelial Cells, donor3	Ciliary Epithelial Cells	State_244	primary cell	unknown		embryonic	unknown
Epithelial	11526-119I5	Corneal Epithelial Cells, donor1	Corneal Epithelial Cells	State_245	primary cell	unknown		unknown	unknown
Epithelial	11606-120I4	Corneal Epithelial Cells, donor2	Corneal Epithelial Cells	State_245	primary cell	unknown		unknown	unknown
Epithelial	11687-122I4	Corneal Epithelial Cells, donor3	Corneal Epithelial Cells	State_245	primary cell	unknown		unknown	unknown
Epithelial	11507-119G4	Esophageal Epithelial Cells, donor1	Esophageal Epithelial Cells	State_246	primary cell	unknown		unknown	unknown
Epithelial	11587-120G3	Esophageal Epithelial Cells, donor2	Esophageal Epithelial Cells	State_246	primary cell	unknown		unknown	unknown
Epithelial	11668-122G3	Esophageal Epithelial Cells, donor3	Esophageal Epithelial Cells	State_246	primary cell	unknown		unknown	unknown
Epithelial	11221-116B6	Gingival epithelial cells, donor1 (GEA11)	Gingival epithelial cells	State_247	primary cell	61	year	adult	female
Epithelial	11302-117B6	Gingival epithelial cells, donor2 (GEA14)	Gingival epithelial cells	State_247	primary cell	38	year	adult	female
Epithelial	11379-118B2	Gingival epithelial cells, donor3 (GEA15)	Gingival epithelial cells	State_247	primary cell	47	year	adult	male
Epithelial	11246-116E4	Intestinal epithelial cells (polarized), donor1	Intestinal epithelial cells (polarized)	State_248	primary cell	19	year	adult	unknown
Epithelial	11530-119I9	Iris Pigment Epithelial Cells, donor1	Iris Pigment Epithelial Cells	State_249	primary cell	unknown		unknown	unknown
Epithelial	11272-116H3	Keratinocyte - epidermal, donor1	Keratinocyte - epidermal	State_250	primary cell	54	year	adult	male
Epithelial	11349-117G8	Keratinocyte - epidermal, donor2	Keratinocyte - epidermal	State_250	primary cell	47	year	adult	female
Epithelial	11421-118F8	Keratinocyte - epidermal, donor3	Keratinocyte - epidermal	State_250	primary cell	46	year	adult	female
Epithelial	11251-116E9	Keratinocyte - oral, donor1	Keratinocyte - oral	State_251	primary cell	unknown		unknown	unknown
Epithelial	11529-119I8	Lens Epithelial Cells, donor1	Lens Epithelial Cells	State_252	primary cell	unknown		unknown	unknown
Epithelial	11609-120I7	Lens Epithelial Cells, donor2	Lens Epithelial Cells	State_252	primary cell	unknown		unknown	unknown
Epithelial	11690-122I7	Lens Epithelial Cells, donor3	Lens Epithelial Cells	State_252	primary cell	unknown		unknown	unknown
Epithelial	11273-116H4	Mammary Epithelial Cell, donor1	Mammary Epithelial Cell	State_253	primary cell	29	year	adult	female
Epithelial	11350-117G9	Mammary Epithelial Cell, donor2	Mammary Epithelial Cell	State_253	primary cell	28	year	adult	female
Epithelial	11422-118F9	Mammary Epithelial Cell, donor3	Mammary Epithelial Cell	State_253	primary cell	30	year	adult	female
Epithelial	11247-116E5	Mesothelial Cells, donor1	Mesothelial Cells	State_254	primary cell	45	year	adult	female
Epithelial	11402-118D7	Mesothelial Cells, donor3	Mesothelial Cells	State_254	primary cell	24	year	adult	female
Epithelial	12226-129F3	nasal epithelial cells, donor1	nasal epithelial cells	State_255	primary cell	unknown		unknown	unknown
Epithelial	12227-129F4	nasal epithelial cells, donor2	nasal epithelial cells	State_255	primary cell	unknown		unknown	unknown
Epithelial	11933-125I7	Olfactory epithelial cells, donor1	Olfactory epithelial cells	State_256	primary cell	59	year	adult	male
Epithelial	11934-125I8	Olfactory epithelial cells, donor2	Olfactory epithelial cells	State_256	primary cell	66	year	adult	female
Epithelial	11935-125I9	Olfactory epithelial cells, donor3	Olfactory epithelial cells	State_256	primary cell	61	year	adult	male
Epithelial	11936-126A1	Olfactory epithelial cells, donor4	Olfactory epithelial cells	State_256	primary cell	64	year	adult	male
Epithelial	11278-116H9	Placental Epithelial Cells, donor1	Placental Epithelial Cells	State_257	primary cell	unknown		embryonic	unknown
Epithelial	11355-117H5	Placental Epithelial Cells, donor2	Placental Epithelial Cells	State_257	primary cell	unknown		unknown	female
Epithelial	11427-118G5	Placental Epithelial Cells, donor3	Placental Epithelial Cells	State_257	primary cell	unknown		unknown	unknown
Epithelial	11253-116F2	Prostate Epithelial Cells (polarized), donor1	Prostate Epithelial Cells	State_258	primary cell	56	year	adult	male
Epithelial	11331-117E8	Prostate Epithelial Cells, donor2	Prostate Epithelial Cells	State_258	primary cell	unknown		unknown	male
Epithelial	11404-118D9	Prostate Epithelial Cells, donor3	Prostate Epithelial Cells	State_258	primary cell	unknown		unknown	male
Epithelial	11516-119H4	Renal Cortical Epithelial Cells, donor1	Renal Cortical Epithelial Cells	State_259	primary cell	unknown		unknown	unknown
Epithelial	11596-120H3	Renal Cortical Epithelial Cells, donor2	Renal Cortical Epithelial Cells	State_259	primary cell	unknown		unknown	unknown
Epithelial	11517-119H5	Renal Epithelial Cells, donor1	Renal Epithelial Cells	State_260	primary cell	unknown		unknown	unknown
Epithelial	11597-120H4	Renal Epithelial Cells, donor2	Renal Epithelial Cells	State_260	primary cell	unknown		unknown	unknown
Epithelial	11678-122H4	Renal Epithelial Cells, donor3	Renal Epithelial Cells	State_260	primary cell	unknown		unknown	unknown
Epithelial	11515-119H3	Renal Proximal Tubular Epithelial Cell, donor1	Renal Proximal Tubular Epithelial Cell	State_261	primary cell	unknown		unknown	unknown
Epithelial	11595-120H2	Renal Proximal Tubular Epithelial Cell, donor2	Renal Proximal Tubular Epithelial Cell	State_261	primary cell	unknown		unknown	unknown
Epithelial	11676-122H2	Renal Proximal Tubular Epithelial Cell, donor3	Renal Proximal Tubular Epithelial Cell	State_261	primary cell	unknown		unknown	unknown
Epithelial	11215-116A9	Retinal Pigment Epithelial Cells, donor0	Retinal Pigment Epithelial Cells	State_262	primary cell	unknown		unknown	unknown
Epithelial	11528-119I7	Retinal Pigment Epithelial Cells, donor1	Retinal Pigment Epithelial Cells	State_262	primary cell	unknown		unknown	unknown
Epithelial	11608-120I6	Retinal Pigment Epithelial Cells, donor2	Retinal Pigment Epithelial Cells	State_262	primary cell	unknown		unknown	unknown
Epithelial	11689-122I6	Retinal Pigment Epithelial Cells, donor3	Retinal Pigment Epithelial Cells	State_262	primary cell	unknown		unknown	unknown
Epithelial	11256-116F5	Small Airway Epithelial Cells, donor1	Small Airway Epithelial Cells	State_263	primary cell	19	year	adult	female
Epithelial	11334-117F2	Small Airway Epithelial Cells, donor2	Small Airway Epithelial Cells	State_263	primary cell	58		adult	male
Epithelial	11406-118E2	Small Airway Epithelial Cells, donor3	Small Airway Epithelial Cells	State_263	primary cell	50	year	adult	male
Epithelial	11292-117A5	Tracheal Epithelial Cells, donor1	Tracheal Epithelial Cells	State_264	primary cell	50	year	adult	female
Epithelial	11369-118A1	Tracheal Epithelial Cells, donor2	Tracheal Epithelial Cells	State_264	primary cell	45	year	adult	male
Epithelial	11441-118I1	Tracheal Epithelial Cells, donor3	Tracheal Epithelial Cells	State_264	primary cell	60	year	adult	male
Epithelial	10286-104F7	Skin - palm, donor1	Skin - palm	State_265	tissue	unknown		unknown	male
Epithelial	10074-102A2	skin, adult, donor1	skin, adult	State_266	tissue	24	year	adult	male
Epithelial	10065-101I2	skin, fetal, donor1	skin, fetal	State_267	tissue	26	week	embryonic	female
Epithelial	10288-104F9	tongue epidermis (fungiform papillae), donor1	tongue epidermis (fungiform papillae)	State_268	tissue	unknown		unknown	male
Exocrine	11502-119F8	Melanocyte - dark, donor1	Melanocyte - dark	State_269	primary cell	unknown		unknown	unknown
Exocrine	11582-120F7	Melanocyte - dark, donor2	Melanocyte - dark	State_269	primary cell	unknown		unknown	unknown
Exocrine	11663-122F7	Melanocyte - dark, donor3	Melanocyte - dark	State_269	primary cell	unknown		unknown	unknown
Exocrine	11274-116H5	Melanocyte - light, donor1	Melanocyte - light	State_270	primary cell	unknown		newborn	male
Exocrine	11351-117H1	Melanocyte - light, donor2	Melanocyte - light	State_270	primary cell	unknown		newborn	male
Exocrine	11423-118G1	Melanocyte - light, donor3	Melanocyte - light	State_270	primary cell	unknown		newborn	male
Exocrine	11771-123I7	salivary acinar cells, donor1	salivary acinar cells	State_271	primary cell	40	year	adult	female
Exocrine	11772-123I8	salivary acinar cells, donor2	salivary acinar cells	State_271	primary cell	49	year	adult	female
Exocrine	11773-123I9	salivary acinar cells, donor3	salivary acinar cells	State_271	primary cell	80	year	adult	female
Exocrine	11220-116B5	Sebocyte, donor1	Sebocyte	State_272	primary cell	29	year	adult	male
Exocrine	11301-117B5	Sebocyte, donor2	Sebocyte	State_272	primary cell	29	year	adult	male
Exocrine	11378-118B1	Sebocyte, donor3	Sebocyte	State_272	primary cell	52	year	adult	male
Exocrine	10080-102A8	breast, adult, donor1	breast, adult	State_273	tissue	77	year	adult	female
Exocrine	10199-103F1	parotid gland, adult	parotid gland, adult	State_274	tissue	23	year	adult	male
Exocrine	10202-103F4	submaxillary gland, adult	submaxillary gland, adult	State_275	tissue	24	year	adult	male
Eye	11527-119I6	Keratocytes, donor1	Keratocytes	State_276	primary cell	unknown		unknown	unknown
Eye	11607-120I5	Keratocytes, donor2	Keratocytes	State_276	primary cell	unknown		unknown	unknown
Eye	11688-122I5	Keratocytes, donor3	Keratocytes	State_276	primary cell	unknown		unknown	unknown
Eye	11532-120A2	Trabecular Meshwork Cells, donor1	Trabecular Meshwork Cells	State_277	primary cell	unknown		unknown	unknown
Eye	11612-122A1	Trabecular Meshwork Cells, donor2	Trabecular Meshwork Cells	State_277	primary cell	unknown		unknown	unknown
Eye	11693-123A1	Trabecular Meshwork Cells, donor3	Trabecular Meshwork Cells	State_277	primary cell	unknown		unknown	unknown
Eye	10272-104E2	eye - muscle inferior rectus, donor1	eye - muscle inferior rectus	State_278	tissue	unknown		unknown	male
Eye	10298-104H1	eye - muscle lateral, donor2	eye - muscle lateral	State_279	tissue	unknown		unknown	male
Eye	10299-104H2	eye - muscle medial, donor2	eye - muscle medial	State_280	tissue	unknown		unknown	male
Eye	10297-104G9	eye - muscle superior, donor2	eye - muscle superior	State_281	tissue	unknown		unknown	male
Eye	10268-104D7	eye - vitreous humor, donor1	eye - vitreous humor	State_282	tissue	unknown		unknown	male
Eye	10054-101G9	eye, fetal, donor1	eye, fetal	State_283	tissue	36	week	embryonic	female
Eye	10030-101E3	retina, adult, pool1	retina, adult	State_284	tissue	24-65 	year	adult	mixed
Heart	10052-101G7	aorta, adult, pool1	aorta, adult	State_285	tissue	27-45 	year	adult	mixed
Heart	10205-103F7	heart - mitral valve, adult	heart - mitral valve, adult	State_286	tissue	41	year	adult	male
Heart	10206-103F8	heart - pulmonic valve, adult	heart - pulmonic valve, adult	State_287	tissue	26	year	adult	male
Heart	10207-103F9	heart - tricuspid valve, adult	heart - tricuspid valve, adult	State_288	tissue	77	year	adult	male
Heart	10050-101G5	heart, adult, diseased post-infarction, donor1	heart, adult	State_289	tissue	92	year	adult	female
Heart	10051-101G6	heart, adult, diseased, donor1	heart, adult	State_289	tissue	92	year	adult	female
Heart	10016-101C7	heart, adult, pool1	heart, adult	State_289	tissue	70,73,74 	year	adult	mixed
Heart	10046-101G1	heart, fetal, pool1	heart, fetal	State_290	tissue	12-31	week	embryonic	mixed
Heart	10079-102A7	left atrium, adult, donor1	left atrium, adult	State_291	tissue	40	year	adult	male
Heart	10078-102A6	left ventricle, adult, donor1	left ventricle, adult	State_292	tissue	73	year	adult	female
HSC & B-cell	10427-106D4	b cell line:RPMI1788	b cell line	State_293	cell line	33	year	adult	male
HSC & B-cell	10453-106G3	cord blood derived cell line:COBL-a 24h infection	cord blood derived cell line	State_294	cell line	unknown		unknown	unknown
HSC & B-cell	10452-106G2	cord blood derived cell line:COBL-a 24h infection(-C)	cord blood derived cell line	State_294	cell line	unknown		unknown	unknown
HSC & B-cell	10449-106F8	cord blood derived cell line:COBL-a untreated	cord blood derived cell line	State_294	cell line	unknown		unknown	unknown
HSC & B-cell	11800-124C9	CD14-CD16+ Monocytes, donor2	CD14-CD16+ Monocytes	State_295	primary cell	23	year	adult	male
HSC & B-cell	11911-125G3	CD14-CD16+ Monocytes, donor3	CD14-CD16+ Monocytes	State_295	primary cell	23	year	adult	male
HSC & B-cell	11229-116C5	CD14+ monocyte derived endothelial progenitor cells, donor1	Endothelial Progenitor Cells	State_296	primary cell	65	year	adult	male
HSC & B-cell	11310-117C5	CD14+ monocyte derived endothelial progenitor cells, donor2	Endothelial Progenitor Cells	State_296	primary cell	57	year	adult	female
HSC & B-cell	11386-118B9	CD14+ monocyte derived endothelial progenitor cells, donor3	Endothelial Progenitor Cells	State_296	primary cell	46	year	adult	male
HSC & B-cell	11863-125A9	CD14+ monocytes - mock treated, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11873-125C1	CD14+ monocytes - mock treated, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11883-125D2	CD14+ monocytes - mock treated, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11869-125B6	CD14+ monocytes - treated with B-glucan, donor1	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11879-125C7	CD14+ monocytes - treated with B-glucan, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11889-125D8	CD14+ monocytes - treated with B-glucan, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11860-125A6	CD14+ monocytes - treated with BCG, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11870-125B7	CD14+ monocytes - treated with BCG, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11880-125C8	CD14+ monocytes - treated with BCG, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11868-125B5	CD14+ monocytes - treated with Candida, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11878-125C6	CD14+ monocytes - treated with Candida, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11888-125D7	CD14+ monocytes - treated with Candida, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11867-125B4	CD14+ monocytes - treated with Cryptococcus, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11877-125C5	CD14+ monocytes - treated with Cryptococcus, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11887-125D6	CD14+ monocytes - treated with Cryptococcus, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11864-125B1	CD14+ monocytes - treated with Group A streptococci, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11874-125C2	CD14+ monocytes - treated with Group A streptococci, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11884-125D3	CD14+ monocytes - treated with Group A streptococci, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11861-125A7	CD14+ monocytes - treated with IFN + N-hexane, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11871-125B8	CD14+ monocytes - treated with IFN + N-hexane, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11881-125C9	CD14+ monocytes - treated with IFN + N-hexane, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11865-125B2	CD14+ monocytes - treated with lipopolysaccharide, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11875-125C3	CD14+ monocytes - treated with lipopolysaccharide, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11885-125D4	CD14+ monocytes - treated with lipopolysaccharide, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11866-125B3	CD14+ monocytes - treated with Salmonella, donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11876-125C4	CD14+ monocytes - treated with Salmonella, donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11886-125D5	CD14+ monocytes - treated with Salmonella, donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11862-125A8	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor1	CD14+ Monocytes	State_297	primary cell	69	year	adult	female
HSC & B-cell	11872-125B9	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor2	CD14+ Monocytes	State_297	primary cell	51	year	adult	male
HSC & B-cell	11882-125D1	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3	CD14+ Monocytes	State_297	primary cell	21	year	adult	female
HSC & B-cell	11224-116B9	CD14+ Monocytes, donor1	CD14+ Monocytes	State_297	primary cell	47	year	adult	male
HSC & B-cell	11305-117B9	CD14+ Monocytes, donor2	CD14+ Monocytes	State_297	primary cell	57	year	adult	male
HSC & B-cell	11381-118B4	CD14+ Monocytes, donor3	CD14+ Monocytes	State_297	primary cell	53	year	adult	male
HSC & B-cell	11788-124B6	CD14+CD16- Monocytes, donor1	CD14+CD16- Monocytes	State_298	primary cell	25	year	adult	male
HSC & B-cell	11799-124C8	CD14+CD16- Monocytes, donor2	CD14+CD16- Monocytes	State_298	primary cell	23	year	adult	male
HSC & B-cell	11910-125G2	CD14+CD16- Monocytes, donor3	CD14+CD16- Monocytes	State_298	primary cell	23	year	adult	male
HSC & B-cell	11789-124B7	CD14+CD16+ Monocytes, donor1	CD14+CD16+ Monocytes	State_299	primary cell	25	year	adult	male
HSC & B-cell	11801-124D1	CD14+CD16+ Monocytes, donor2	CD14+CD16+ Monocytes	State_299	primary cell	23	year	adult	male
HSC & B-cell	11912-125G4	CD14+CD16+ Monocytes, donor3	CD14+CD16+ Monocytes	State_299	primary cell	23	year	adult	male
HSC & B-cell	11544-120B5	CD19+ B Cells, donor1	CD19+ B Cells	State_300	primary cell	unknown		unknown	unknown
HSC & B-cell	11624-122B4	CD19+ B Cells, donor2	CD19+ B Cells	State_300	primary cell	unknown		unknown	unknown
HSC & B-cell	11705-123B4	CD19+ B Cells, donor3	CD19+ B Cells	State_300	primary cell	unknown		unknown	unknown
HSC & B-cell	11931-125I5	CD34 cells differentiated to erythrocyte lineage, biol_ rep1	Reticulocytes	State_301	primary cell	unknown		adult	unknown
HSC & B-cell	11932-125I6	CD34 cells differentiated to erythrocyte lineage, biol_ rep2	Reticulocytes	State_301	primary cell	unknown		adult	unknown
HSC & B-cell	12225-129F2	CD34+ stem cells - adult bone marrow derived, donor1	CD34+ stem cells - adult bone marrow derived	State_302	primary cell	unknown		unknown	unknown
HSC & B-cell	11227-116C3	Dendritic Cells - monocyte immature derived, donor1	Dendritic Cells - monocyte immature derived	State_303	primary cell	57	year	adult	female
HSC & B-cell	11384-118B7	Dendritic Cells - monocyte immature derived, donor3	Dendritic Cells - monocyte immature derived	State_303	primary cell	65	year	adult	male
HSC & B-cell	11228-116C4	Dendritic Cells - plasmacytoid, donor1	Dendritic Cells - plasmacytoid	State_304	primary cell	22	year	adult	female
HSC & B-cell	11904-125F5	immature langerhans cells, donor1	langerhans cells, immature	State_305	primary cell	unknown		unknown	unknown
HSC & B-cell	11905-125F6	immature langerhans cells, donor2	langerhans cells, immature	State_305	primary cell	unknown		unknown	unknown
HSC & B-cell	11232-116C8	Macrophage - monocyte derived, donor1	Macrophage - monocyte derived	State_306	primary cell	65	year	adult	male
HSC & B-cell	11313-117C8	Macrophage - monocyte derived, donor2	Macrophage - monocyte derived	State_306	primary cell	46	year	adult	male
HSC & B-cell	11389-118C3	Macrophage - monocyte derived, donor3	Macrophage - monocyte derived	State_306	primary cell	57	year	adult	female
HSC & B-cell	11901-125F2	migratory langerhans cells, donor1	langerhans cells, migratory	State_307	primary cell	unknown		unknown	unknown
HSC & B-cell	11902-125F3	migratory langerhans cells, donor2	langerhans cells, migratory	State_307	primary cell	unknown		unknown	unknown
HSC & B-cell	11903-125F4	migratory langerhans cells, donor3	langerhans cells, migratory	State_307	primary cell	unknown		unknown	unknown
HSC & B-cell	11230-116C6	Natural Killer Cells, donor1	Natural Killer Cells	State_308	primary cell	47	year	adult	male
HSC & B-cell	11311-117C6	Natural Killer Cells, donor2	Natural Killer Cells	State_308	primary cell	57	year	adult	male
HSC & B-cell	11387-118C1	Natural Killer Cells, donor3	Natural Killer Cells	State_308	primary cell	53	year	adult	male
HSC & B-cell	11233-116C9	Neutrophils, donor1	Neutrophils	State_309	primary cell	66	year	adult	male
HSC & B-cell	11314-117C9	Neutrophils, donor2	Neutrophils	State_309	primary cell	38	year	adult	male
HSC & B-cell	11390-118C4	Neutrophils, donor3	Neutrophils	State_309	primary cell	29	year	adult	female
Kidney	10451-106G1	embryonic kidney cell line: HEK293/SLAM infection, 24hr	embryonic kidney cell line	State_310	cell line	unknown		embryonic	female
Kidney	10450-106F9	embryonic kidney cell line: HEK293/SLAM untreated	embryonic kidney cell line	State_310	cell line	unknown		embryonic	female
Kidney	11518-119H6	Renal Mesangial Cells, donor1	Renal Mesangial Cells	State_311	primary cell	unknown		unknown	unknown
